user_id,username,is_blue_verified,created_at,description,followers_count,following_count,tweet_num
1352252242892451845,aMEDIAchallenge,False,Thu Jan 21 13:50:44 +0000 2021,"Official Account for CGTN ""The Media Challengers"" 

《媒体勇士》官方账号",69,12,277
23499976,AndyBxxx,True,Mon Mar 09 20:58:07 +0000 2009,"🇳🇿🇨🇳 Columnist, video @ShanghaiDaily • https://t.co/o9YT0hddSa • Fudan M.A. • INFJ • wHiTe MoNkEy • 上海日报 • 复旦大学硕士 • 不是吹捧中国的投机者，而是讲述事实的媒体人",92644,1054,14767
128830090,anosiwang,False,Fri Apr 02 09:24:11 +0000 2010,,199,216,68
1058269849242099712,are_china,False,Fri Nov 02 08:09:28 +0000 2018,"Real stories from amazing people in China. Part of People's Daily Online, we provide you with stories from China, including culture, tech and travel.",109,21,3
2532010196,assignasia,False,Thu May 29 07:02:14 +0000 2014,Assignment Asia is @CGTNOfficial's award-winning documentary program that tells the story of the world's most vibrant and diverse continent.,739,618,640
1238309532574441473,ayishaelseenya,False,Fri Mar 13 03:43:03 +0000 2020,I'd like to share my life in China and my music cover videos and also some videos about cultural difference between Chinese and Arab.,98,68,25
37452269,back_XiaoDiDi,True,Sun May 03 16:57:39 +0000 2009,"本主頁為《帝吧中央集團軍》小組官方Twitter。
官微微博：@帝吧官微 
TG频道：https://t.co/E3cyTnT2Q9

投稿可私信",30432,461,3560
988331555167727616,BeautyJiangxi,False,Mon Apr 23 08:19:39 +0000 2018,Welcome to the official Twitter page of Jiangxi Provincial Department of Culture and Tourism. Beautiful Jiangxi scenery is waiting for your exploration.,87352,137,1961
1346051952296120320,BeijingChannel,False,Mon Jan 04 11:13:04 +0000 2021,Information and insight on everything related to China's interaction with the world,1375,7,134
1169178539620352000,BeijingDiscover,True,Wed Sep 04 09:21:14 +0000 2019,Welcome to our journey to discover the best of Beijing. Use #DiscoverBeijing and we'll RT our faves. We're also @idiscoverbeijing on Instagram.,23308,2077,5042
50910154,BeijingReview,True,Fri Jun 26 03:49:18 +0000 2009,"Looking for the real story on China? Follow Beijing Review magazine, China’s only English-language news weekly. You can also follow us on YouTube and Facebook.",94360,1120,47718
994514223928696832,beltroadnews,False,Thu May 10 09:47:22 +0000 2018,"Dedicated News, Views & Analysis on Belt & Road Initiative.",3112,98,3036
1457863601981583363,bjd_review,False,Tue Nov 09 00:12:57 +0000 2021,"Comprehensive view, profundity observation",868,42,2277
931264898,BlairZheng1,False,Wed Nov 07 05:04:27 +0000 2012,Q-Q,8,12,27
212705531,Bossebosse84,False,Sat Nov 06 20:37:14 +0000 2010,Journalist,238,92,68
558186622,bycongwang,False,Fri Apr 20 00:33:42 +0000 2012,"Reporter, Global Times",579,239,1
963887779628376064,Cao_Li_CHN,False,Wed Feb 14 21:28:49 +0000 2018,"Counsellor, Information Department, MFA, China
中国外交部新闻司参赞
husband & dad, jogger & swimmer...",17600,260,4212
995265275481284608,CaoYi_MFA,False,Sat May 12 11:31:47 +0000 2018,,131960,6500,103336
3612384374,CathayPak,False,Sat Sep 19 04:46:27 +0000 2015,Embassy of the People's Republic of China in the Islamic Republic of Pakistan 欢迎关注中国驻巴基斯坦使馆官方推特。让我们一起续写中巴友谊，讲好中国故事。,161549,193,8396
1234796463026298882,CCGBelfast,False,Tue Mar 03 11:03:20 +0000 2020,中国驻贝尔法斯特总领事馆官方推特账号,7247,168,4411
1379026276644659206,CCGJeddah,False,Mon Apr 05 11:01:16 +0000 2021,The official twitter account of the Consulate General of the People's Republic of China in Jeddah,3334,455,1843
2985114866,CCTV_Plus,True,Fri Jan 16 04:52:01 +0000 2015,CCTV+ is a leading video news agency in China that offers Chinese news and Chinese perspective on international news.,36348,303,42354
1200096326,cctvxinwen,False,Wed Feb 20 08:30:36 +0000 2013,无处不在的央视，随时随地的新闻,1339,49,24
1257570908165685248,CD_visual,False,Tue May 05 07:20:53 +0000 2020,Bringing you exceptional visual and art images of China and its people.,1008,26,1109
768718077189947392,CDAfricaNews,False,Thu Aug 25 07:54:06 +0000 2016,A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,3400,586,9210
1257960261324951552,CDchinawatch,False,Wed May 06 09:08:03 +0000 2020,"China Daily-powered think tank, connecting China-focused thinkers around the world, providing thought-provoking research on China-related issues",568,156,395
1257998445589041153,CDHKedition,True,Wed May 06 11:40:07 +0000 2020,"FRESH. SPIRITED. HONG KONG LIFE.
新觸角，正能量，港生活。",3791,209,20297
1257852688223465472,CdOpinion,False,Wed May 06 02:00:42 +0000 2020,China Daily Op-Ed department. Sharing China’s ideas with the world.,722,41,5908
1285872378409414657,CDscitech,False,Wed Jul 22 09:40:56 +0000 2020,"Latest innovation, science, health news & more from China",165,56,425
576723268,CenJasmine,False,Fri May 11 01:13:15 +0000 2012,"Wanderlust in Beijing; Covering #internationalaffairs #ChinaUSRelations; Bylines include CNN, USAToday, MilitaryTimes Medill MSJ16",265,533,123
1223984685883297796,CGChinaInZurich,False,Sun Feb 02 15:02:48 +0000 2020,Generalkonsulat der VR China in Zürich und für das Fürstentum Liechtenstein,8827,538,1726
1450167431658418176,CGHuangPingNY,True,Mon Oct 18 18:31:08 +0000 2021,中国驻纽约总领事 Chinese Consul General in New York,10342,3260,2567
1222894323152195586,CGMeifangZhang,True,Thu Jan 30 14:48:52 +0000 2020,"Consul General of China in Belfast  CGMeifangZhang on TikTok @cgmeifangzhang

Tweets are only personal views. Rts are not necessarily endorsements.",156764,1536,77217
1203299705620271104,CGPRCinDubai,False,Sat Dec 07 13:06:30 +0000 2019,"The official Twitter account of Consulate General of the People's Republic of China in Dubai, UAE",4010,71,1853
1184269910769164288,CGTN_Culture,False,Wed Oct 16 00:48:57 +0000 2019,Get cultured on China with CGTN!,1557,28,6880
820461148742946816,CGTN_Dialogue,False,Sun Jan 15 02:42:36 +0000 2017,China's flagship current affairs talk show on @CGTNOfficial. Balanced perspectives on how China perceives the world. Influences decision makers around the world,1011,336,1450
1184347058817208321,CGTN_Style,False,Wed Oct 16 05:55:26 +0000 2019,,59,2,47
619855057,cgtnafrica,True,Wed Jun 27 09:53:26 +0000 2012,"We provide the latest news from all over Africa. From politics, business and sports, to insights on African entertainment, lifestyle and technology news.",149751,380,140605
620136960,cgtnamerica,True,Wed Jun 27 14:45:38 +0000 2012,"Watch live: https://t.co/nz0et8flN6 
Material is distributed by MediaLinks TV, LLC on behalf of CCTV. Info available at the Department of Justice in DC.",288879,2372,198774
805692634127736832,cgtnarabic,False,Mon Dec 05 08:37:47 +0000 2016,شبكة تلفزيون الصين الدولية مؤسسة إعلامية فريدة ورائدة في الصين اليوم تبث باللغات التالية: الإنجليزية، الإسبانية، الفرنسية، العربية والروسية إلى العالم.,668577,19,147011
1194200332445741057,CGTNBusiness,False,Tue Nov 12 10:31:22 +0000 2019,"Comprehensive economics and business news from CGTN Digital, helps you decipher Chinese economy.",1174,24,5553
705422161297723393,CGTNDCproducers,False,Thu Mar 03 15:58:44 +0000 2016,CGTN Washington DC// Producer retweets & links are not endorsements,457,257,1096
814819352662790145,CGTNEurope,True,Fri Dec 30 13:04:07 +0000 2016,🇨🇳🇪🇺China Global Television Network in Europe 👁 See the difference: https://t.co/FFlecWVlxO Telegram: https://t.co/j2hRfJdpMn,18862,245,74406
1656984138199465984,CGTNEuropebreak,True,Fri May 12 11:26:56 +0000 2023,"🇨🇳🇪🇺China Global Television Network in Europe - Breaking news

See the difference: https://t.co/s77eCU6Tr0 Telegram: https://t.co/pzxj5SaNoE",2691,13,6243
1184302897741193216,CGTNFood,False,Wed Oct 16 02:59:57 +0000 2019,We bring you delicious and original Chinese dishes from every corner of the country!,105,3,134
1667162474,CGTNFrancais,True,Tue Aug 13 07:57:28 +0000 2013,Compte officiel de CGTN Français,977204,277,88178
866916693288787969,CGTNGlobalBiz,True,Tue May 23 07:20:21 +0000 2017,Global Business is @CGTNOfficial's flagship business show. Air times: Monday - Friday 08:15 & 13:00 GMT. Facebook: CGTNGlobalBusiness; Weibo: CGTNGlobalBusiness,12584,389,50891
1202820866595123200,CGTNGraphics,False,Fri Dec 06 05:23:44 +0000 2019,"A collection of graphics, visualizations and maps via @CGTNOfficial's data journalism team.",950,22,2433
1184300771984068609,CGTNMovies,False,Wed Oct 16 02:51:30 +0000 2019,We tell you what people are watching in the world's 2nd biggest box office!,82,0,234
1115874631,CGTNOfficial,True,Thu Jan 24 03:18:59 +0000 2013,CGTN is an international media organization. It aims to provide global audiences with accurate and timely news coverage as well as rich audiovisual services.,12997461,76,287284
33400255,cgtnradio,True,Mon Apr 20 03:09:12 +0000 2009,"CGTN Radio provides global audiences with news, reports and feature programs with a distinctive Chinese flavor and an international perspective.",724656,365,71509
785000165350346753,cgtnrussian,True,Sun Oct 09 06:13:18 +0000 2016,"«CGTN РУССКИЙ» - китайский международный телеканал, вещающий на русском языке. Начал трансляцию 10 сентября 2009 года под названием «CCTV-Русский».",87548,60,87008
809662217041809408,CGTNSports,False,Fri Dec 16 07:31:30 +0000 2016,Sports events from China and around the world.,1070,118,12950
866503271602679811,CGTNSportsScene,False,Mon May 22 03:57:33 +0000 2017,"China's only English Sports TV show. Daily coverage of sports news across China, and other major international events.",7769,1073,28744
1194184670553882624,CGTNStories,False,Tue Nov 12 09:27:20 +0000 2019,The best bits of @CGTNOfficial analysis. From a deep dive into the day's news to immersive features-we bring you stories that you care about.,1715,59,1399
1078572170383581184,CGTNTech,False,Fri Dec 28 08:43:39 +0000 2018,"Find the📰latest news on⚙️tech,🧪science,🌏environment,💊health & 🎮gaming around the world, with a focus on 🇨🇳China.",1256,113,4911
1078574086287028224,CGTNTravel,False,Fri Dec 28 08:51:15 +0000 2018,,498,15,942
1585267466,cgtntravelogue,False,Thu Jul 11 08:20:29 +0000 2013,"Travelogue is the flagship travel program of @CGTNOfficial taking viewers to the best destination in China and beyond, providing the latest travel tips & info.",973,53,170
1671574902841778188,cgtnun,True,Wed Jun 21 17:44:57 +0000 2023,,46,30,206
545375286,Chen1126,False,Wed Apr 04 17:18:15 +0000 2012,"Multimedia reporter, base in Nairobi, Kenya | A runner, reader, film and coffee lover | studied journalism @JMSCHKU, and politics in @OfficialUoM.",1919,102,175
141753035,chenhuixin,False,Sat May 08 23:34:51 +0000 2010,Counsellor of the Chinese Embassy,736,195,521
50961598,Chenjuan,False,Fri Jun 26 07:21:28 +0000 2009,Chief Editor @yicaichina. ex-Dow Jones & Xinhua. Beijinger in Shanghai. Views are my own.,592,378,6037
1467567069612941325,ChenMingjian_CN,False,Sun Dec 05 18:55:22 +0000 2021,Ambassador of the People's Republic of China to the United Republic of Tanzania,10680,169,1392
1517337130825306112,ChenPingMFA,False,Fri Apr 22 03:00:35 +0000 2022,"Diplomático chino. Vivió en España, Venezuela, Cuba y Chile. Trabaja por la paz, amistad, respeto, entendimiento, cooperación y desarrollo entre los  pueblos.",9139,6182,10886
88702710,chenweihua,True,Mon Nov 09 16:39:25 +0000 2009,"China Daily EU Bureau Chief/columnist. Ex-DC, NY chief correspondent. Knight Fellow Stanford, WPI Fellow Macalester, Freedom Forum Fellow UHManoa Views My Own!!",210250,3844,70353
1433024935128178691,CHENWendi11,False,Wed Sep 01 11:12:41 +0000 2021,"Counsellor, Chinese Embassy in Somalia;",241,28,117
920554562364301312,China__Focus,False,Wed Oct 18 07:38:05 +0000 2017,Your trusted source for China's most important developments - Follow @China__Focus for Expert Analysis & Unique Insight #China,61160,707,21418
938072041273430017,China_Amb_India,True,Tue Dec 05 15:46:17 +0000 2017,Embassy of The People's Republic of China in India,96092,348,10226
1140176664468418561,China_Amb_Mdv,False,Sun Jun 16 08:37:55 +0000 2019,Ambassador of the People's Republic of China to the Republic of Maldives,20329,625,6102
1114497090426691586,China_Amb_Zim,False,Sat Apr 06 11:56:27 +0000 2019,Chinese Ambassador to Zimbabwe,16443,195,1571
1234418984298188805,CHINA_DIPLOMAT,False,Mon Mar 02 10:03:40 +0000 2020,外交官,11054,322,25213
1171433208740601857,china_emb_ng,False,Tue Sep 10 14:40:35 +0000 2019,Official handle of the Embassy of the People's Republic of China in the Federal Republic of Nigeria.,4288,141,3971
1225886018869583874,china_embajada,False,Fri Feb 07 20:56:40 +0000 2020,"¡Bienvenidos a la cuenta oficial de la Embajada de la República Popular China en Colombia!
Embajador @zhu_jingyang",11386,184,1858
1235580233669099522,China_Lyon,False,Thu Mar 05 14:58:02 +0000 2020,"Compte officiel du Consulat Général de la République populaire de Chine à Lyon 
中华人民共和国驻里昂总领事馆",2872,739,1772
1273550520570073088,China_OPCW,False,Thu Jun 18 09:38:08 +0000 2020,中华人民共和国常驻禁止化学武器组织代表团,2795,56,359
1242011069431889923,China_Ukraine_,False,Mon Mar 23 08:53:03 +0000 2020,,877,18,182
1156158864909205504,china_xiamen,True,Tue Jul 30 11:05:28 +0000 2019,"Xiamen,China's special economic zone,is a window of China's opening to the world and a symbol of innovation and development. Welcome to Xiamen!",13002,721,11500
1181917144331587584,China24Official,False,Wed Oct 09 12:59:55 +0000 2019,"China Takeaway brings you the most relevant news, human-centered stories and fresh perspectives from a country of extraordinary complexity and diversity.",2950,310,5215
1219214266521096193,China2ASEAN,False,Mon Jan 20 11:05:20 +0000 2020,Ambassador of the People's Republic of China to ASEAN,106637,471,9472
1201271102305165314,ChinaAmbBelgium,False,Sun Dec 01 22:46:10 +0000 2019,"CAO Zhongming,  Chinese Ambassador to the Kingdom of Belgium🇨🇳🇧🇪",9724,279,2392
1339157077281939458,ChinaAmbNL,False,Wed Dec 16 10:35:19 +0000 2020,,3066,29,57
1171793872592224258,ChinaAmbSA,True,Wed Sep 11 14:35:55 +0000 2019,"Chinese Ambassador to South Africa.

For Visa-related issues please contact 0027-11-5059300 or johannesburgcenter@visaforchina.org",56120,444,4597
1233144962583343105,ChinaAmbUN,True,Thu Feb 27 21:41:11 +0000 2020,Permanent Representative of the People's Republic of China to the United Nations. See also https://t.co/gGUiTCoPqT,74677,394,4633
1176446332875108352,chinaandsamoa,False,Tue Sep 24 10:40:47 +0000 2019,Embassy of the People's Republic of China in the Independent State of Samoa 欢迎关注中国驻萨摩亚使馆官方推特,5375,0,583
1394058306130366465,ChinaCG_CC,False,Sun May 16 22:33:20 +0000 2021,"official twitter account of the Consulate General of People's Republic of China in Christchurch, New Zealand",2711,139,477
1462690586197118976,ChinaCG_Ffm,False,Mon Nov 22 07:57:25 +0000 2021,"中华人民共和国驻法兰克福总领事馆
Generalkonsulat der Volksrepublik China in Frankfurt am Main
Consulate General of the People's Republic of China in Frankfurt am Main",3044,256,735
1446043686924603394,ChinaCG_Muc,False,Thu Oct 07 09:24:30 +0000 2021,"中华人民共和国驻慕尼黑总领事馆
Generalkonsulat der VR China in München
Chinese Consulate General in Munich",3097,445,2306
1358856573611868165,ChinaCG_NYC,True,Mon Feb 08 19:14:09 +0000 2021,"Official Twitter Account of the Consulate General of the PRC
TikTok: https://t.co/Nvxp0mZhs2
Instagram:https://t.co/KLhKlUPoJS",3875,1306,2031
1204200194390183936,ChinaCGCalgary,False,Tue Dec 10 00:45:22 +0000 2019,The official twitter account of the Consulate General of the People's Republic of China in Calgary,3700,223,3206
1224988790302871552,chinacgedi,False,Wed Feb 05 09:31:23 +0000 2020,Official account of the Consulate-General of the PRC in Edinburgh,3364,167,864
1220775270413717505,ChinaCGMTL,False,Fri Jan 24 18:28:13 +0000 2020,"Bienvenue au Consulat général de la République populaire de Chine à Montréal. Si vous avez des questions sur le visa, veuillez consulter https://t.co/6hlAqkZ1xB",1003,78,2703
1429758799473254400,ChinaConsAlmaty,False,Mon Aug 23 10:55:23 +0000 2021,Приветствуем всех посетителей официального аккаунта Твиттера Генерального консульства Китайской Народной Республики в Алматы!,4349,1123,1330
826613505189085186,ChinaConsulate,True,Wed Feb 01 02:09:52 +0000 2017,"Official Twitter Account of Consulate General of the People's Republic of China in Chicago, IL, U.S.",5789,174,2687
1226785522661699585,chinaconsulist,False,Mon Feb 10 08:30:48 +0000 2020,"Çin İstanbul Başkonsolosluğu Sözcüsü resmi hesabına hoşgeldiniz!
Instagram: https://t.co/ZAs0lU0fgs
E-mail: chinaconsulistpress@gmail.com",9347,198,5913
1253534354032087041,ChinaConSydney,False,Fri Apr 24 04:01:02 +0000 2020,The official Twitter account of the Consulate General of the People's Republic of China in Sydney,9114,363,7105
4331355020,Chinacultureorg,False,Mon Nov 23 06:56:23 +0000 2015,"Visit China and discover beautiful places, oriental culture, trendy lifestyle and more. https://t.co/NY6tsn5Dod",24741,150,9649
87775422,ChinaDaily,True,Thu Nov 05 20:30:10 +0000 2009,"Start a conversation as we share news and analysis from #China and beyond. 
FB: China Daily 
Telegram: https://t.co/k1BUzlCvzs…
Ins: chinadailynews",4164585,157,211333
1257991492016025601,ChinaDaily_Life,False,Wed May 06 11:12:21 +0000 2020,"See China through its history, art and culture — and the lifestyles of those who create it.",1042,90,1288
280406148,ChinaDailyAsia,True,Mon Apr 11 08:08:24 +0000 2011,"Catch breaking news, real-time coverage, photos and videos at https://t.co/UEmACBQYxA, the official website of China Daily in Asia",27131,247,51636
303919573,ChinaDailyEU,False,Mon May 23 16:49:38 +0000 2011,Visit https://t.co/R59h0TfyQ8 to subscribe our China Daily European Weekly and China Daily UK edition.😄,10259,325,124129
1257528772900687875,ChinaDailyWorld,False,Tue May 05 04:33:36 +0000 2020,The world as seen from China,1431,155,6221
2810650500,chinadotcom_JP,False,Mon Sep 15 05:00:35 +0000 2014,,38104,7,3127
1282941024852213761,Chinaemb_Hellas,False,Tue Jul 14 07:33:07 +0000 2020,"Επίσημος λογαριασμός της Πρεσβείας της Κίνας στην Ελλάδα
Official account of Chinese Embassy in Greece",4009,378,1682
1441295019256676353,ChinaEmb_Juba,False,Fri Sep 24 06:55:10 +0000 2021,"The official twitter account of the Embassy of the People's Republic of China in the Republic of South Sudan.
中国驻南苏丹使馆官方推特账号",1327,152,499
1207558778842947584,ChinaEmbAddis,False,Thu Dec 19 07:10:36 +0000 2019,Ambassador Extraordinary and Plenipotentiary of the People's Republic of China to the Federal Democratic Republic of Ethiopia,17552,115,620
1204496933886320641,ChinaEmbajada,False,Tue Dec 10 20:24:05 +0000 2019,,2512,257,2545
1121466332669775878,ChinaEmbajadaRD,False,Thu Apr 25 17:29:44 +0000 2019,Bienvenidos a seguir la cuenta oficial de la Embajada de la República Popular China🇨🇳 en la República Dominicana🇩🇴.,8256,429,2966
1268099120964788224,ChinaEmbAlgeria,False,Wed Jun 03 08:36:36 +0000 2020,مرحبا بكم في الحساب الرسمي لسفارة جمهورية الصين الشعبية لدى الجزائر.,15700,73,997
1187382248229789701,ChinaEmbAngola,False,Thu Oct 24 14:56:13 +0000 2019,Embaixada da China em Angola,4199,147,5334
1247973383347802112,ChinaEmbAntigua,False,Wed Apr 08 19:43:49 +0000 2020,Official twitter account of the Embassy of the People's Republic of China in Antigua and Barbuda,1888,202,408
1239943788166070277,ChinaEmbArg,False,Tue Mar 17 15:56:59 +0000 2020,Un puente que enlaza a ambos pueblos en el corazón,10004,156,2276
1455405010007707652,ChinaEmbassy_MV,False,Tue Nov 02 05:23:16 +0000 2021,Official Twitter Account of the Embassy of the People's Republic of China in the Republic of Maldives,2973,310,3216
1199666930787004416,ChinaEmbassy_MW,False,Wed Nov 27 12:31:35 +0000 2019,Chinese Embassy in Malawi,3867,14,1101
1122771205545709569,ChinaembassyT,False,Mon Apr 29 07:54:50 +0000 2019,The Official twitter account of the Embassy of the People's Republic of China in the Republic of Albania Facebook https://t.co/cNxllvfI7p,3658,374,1069
1222924488783945730,chinaembaustria,False,Thu Jan 30 16:48:21 +0000 2020,Botschaft der Volksrepublik China in der Republik Österreich,6829,704,6777
1450714574995472387,ChinaEmbBahrain,False,Wed Oct 20 06:44:59 +0000 2021,Offcial Twitter Account of Chinese Embassy in Bahrain,1576,44,248
1250143467726086144,chinaembcongobz,True,Tue Apr 14 19:27:56 +0000 2020,The official account of the Embassy of the People's Republic of China in the Republic of the Congo ;中华人民共和国驻刚果共和国大使馆官方账号,3197,189,713
1464239187545231368,ChinaEmbCroatia,False,Fri Nov 26 14:27:49 +0000 2021,Official twitter account of the Embassy of the People's Republic of China in the Republic of Croatia,1749,27,260
1514152943519416321,ChinaEmBE,False,Wed Apr 13 08:06:16 +0000 2022,Welcome to the official Twitter account of Embassy of China in Belgium.,1333,142,2480
1401789698893299714,ChinaEmbEritrea,False,Mon Jun 07 06:36:14 +0000 2021,Official Account of the Chinese Embassy in Eritrea,5930,522,823
1171325918985510912,ChinaEmbEsp,False,Tue Sep 10 07:36:26 +0000 2019,Bienvenidos a la cuenta oficial de la Embajada de China en España,27399,2061,8181
1207959651079393281,ChinaEmbGermany,False,Fri Dec 20 09:43:27 +0000 2019,Botschaft der Volksrepublik China in der Bundesrepublik Deutschland,8724,265,4354
1186300040471552002,ChinaEmbGrenada,False,Mon Oct 21 15:15:53 +0000 2019,Official twitter account of the Embassy of the People's Republic of China in Grenada,6661,103,5610
1393281769181532162,ChinaEmbinCH,False,Fri May 14 19:09:40 +0000 2021,The official account of the Chinese Embassy in Switzerland.,8067,911,10043
1235154463901585413,ChinaEmbinGH,False,Wed Mar 04 10:45:58 +0000 2020,The official account of the Chinese Embassy in Ghana,5505,167,2248
1173601346592919553,ChinaEmbinMR,False,Mon Sep 16 14:16:40 +0000 2019,"中国驻毛里塔尼亚使馆
السفارة الصينية لدى موريتانيا
Ambassade de Chine en Mauritanie",3064,74,125
